Null display is "<null>".
      full_name       | len 
 JOON NORTHWEST              | 3 days   | 4 days
 JUGGLER HARDLY              | 4 days   | 5 days
 JUMANJI BLADE               | 4 days   | 5 days
 JUMPING WRATH               | 4 days   | 5 days
 JUNGLE CLOSER               | 6 days   | 7 days
 KANE EXORCIST               | 5 days   | 6 days
 KARATE MOON                 | 4 days   | 5 days
 KENTUCKIAN GIANT            | 5 days   | 6 days
 KICK SAVANNAH               | 3 days   | 4 days
 KILL BROTHERHOOD            | 4 days   | 5 days
 KILLER INNOCENT             | 7 days   | 8 days
 KING EVOLUTION              | 3 days   | 4 days
 KISS GLORY                  | 5 days   | 6 days
 KISSING DOLLS               | 3 days   | 4 days
 KNOCK WARLOCK               | 4 days   | 5 days
 KRAMER CHOCOLATE            | 3 days   | 4 days
 KWAI HOMEWARD               | 5 days   | 6 days
 LABYRINTH LEAGUE            | 6 days   | 7 days
 LADY STAGE                  | 4 days   | 5 days
 LADYBUGS ARMAGEDDON         | 4 days   | 5 days
 LAMBS CINCINATTI            | 6 days   | 7 days
 LANGUAGE COWBOY             | 5 days   | 6 days
 LAWLESS VISION              | 6 days   | 7 days
 LAWRENCE LOVE               | 7 days   | 8 days
 LEAGUE HELLFIGHTERS         | 5 days   | 6 days
 LEATHERNECKS DWARFS         | 6 days   | 7 days
 LEBOWSKI SOLDIERS           | 6 days   | 7 days
 LEGALLY SECRETARY           | 7 days   | 8 days
 LEGEND JEDI                 | 7 days   | 8 days
 LESSON CLEOPATRA            | 3 days   | 4 days
 LIAISONS SWEET              | 5 days   | 6 days
 LIBERTY MAGNIFICENT         | 3 days   | 4 days
 LICENSE WEEKEND             | 7 days   | 8 days
 LIES TREATMENT              | 7 days   | 8 days
 LIFE TWISTED                | 4 days   | 5 days
 LIGHTS DEER                 | 7 days   | 8 days
 LION UNCUT                  | 6 days   | 7 days
 LOATHING LEGALLY            | 4 days   | 5 days
 LOCK REAR                   | 7 days   | 8 days
 LOLA AGENT                  | 4 days   | 5 days
 LOLITA WORLD                | 4 days   | 5 days
 LONELY ELEPHANT             | 3 days   | 4 days
 LORD ARIZONA                | 5 days   | 6 days
 LOSE INCH                   | 3 days   | 4 days
 LOSER HUSTLER               | 5 days   | 6 days
 LOST BIRD                   | 4 days   | 5 days
 LOUISIANA HARRY             | 5 days   | 6 days
 LOVE SUICIDES               | 6 days   | 7 days
 LOVELY JINGLE               | 3 days   | 4 days
 LOVER TRUMAN                | 3 days   | 4 days
 LOVERBOY ATTACKS            | 7 days   | 8 days
 LUCK OPUS                   | 7 days   | 8 days
 LUCKY FLYING                | 7 days   | 8 days
 LUKE MUMMY                  | 5 days   | 6 days
 LUST LOCK                   | 3 days   | 4 days
 MADIGAN DORADO              | 5 days   | 6 days
 MADISON TRAP                | 4 days   | 5 days
 MADNESS ATTACKS             | 4 days   | 5 days
 MADRE GABLES                | 7 days   | 8 days
 MAGIC MALLRATS              | 3 days   | 4 days
 MAGNIFICENT CHITTY          | 3 days   | 4 days
 MAGNOLIA FORRESTER          | 4 days   | 5 days
 MAGUIRE APACHE              | 6 days   | 7 days
 MAIDEN HOME                 | 3 days   | 4 days
 MAJESTIC FLOATS             | 5 days   | 6 days
 MAKER GABLES                | 4 days   | 5 days
 MALKOVICH PET               | 6 days   | 7 days
 MALLRATS UNITED             | 4 days   | 5 days
 MALTESE HOPE                | 6 days   | 7 days
 MANCHURIAN CURTAIN          | 5 days   | 6 days
 MANNEQUIN WORST             | 3 days   | 4 days
 MARRIED GO                  | 7 days   | 8 days
 MARS ROMAN                  | 6 days   | 7 days
 MASK PEACH                  | 6 days   | 7 days
 MASKED BUBBLE               | 6 days   | 7 days
 MASSACRE USUAL              | 6 days   | 7 days
 MASSAGE IMAGE               | 4 days   | 5 days
 MATRIX SNOWMAN              | 6 days   | 7 days
 MAUDE MOD                   | 6 days   | 7 days
 MEET CHOCOLATE              | 3 days   | 4 days
 MEMENTO ZOOLANDER           | 4 days   | 5 days
 MENAGERIE RUSHMORE          | 7 days   | 8 days
 MERMAID INSECTS             | 5 days   | 6 days
 METAL ARMAGEDDON            | 6 days   | 7 days
 METROPOLIS COMA             | 4 days   | 5 days
 MICROCOSMOS PARADISE        | 6 days   | 7 days
 MIDNIGHT WESTWARD           | 3 days   | 4 days
 MIDSUMMER GROUNDHOG         | 3 days   | 4 days
 MIGHTY LUCK                 | 7 days   | 8 days
 MILE MULAN                  | 4 days   | 5 days
 MILLION ACE                 | 4 days   | 5 days
 MINDS TRUMAN                | 3 days   | 4 days
 MINE TITANS                 | 3 days   | 4 days
 MINORITY KISS               | 4 days   | 5 days
 MIRACLE VIRTUAL             | 3 days   | 4 days
 MISSION ZOOLANDER           | 3 days   | 4 days
 MIXED DOORS                 | 6 days   | 7 days
 MOB DUFFEL                  | 4 days   | 5 days
 MOCKINGBIRD HOLLYWOOD       | 4 days   | 5 days
 MOD SECRETARY               | 6 days   | 7 days
 MODEL FISH                  | 4 days   | 5 days
 MODERN DORADO               | 3 days   | 4 days
 MONEY HAROLD                | 3 days   | 4 days
 MONSOON CAUSE               | 6 days   | 7 days
 MONSTER SPARTACUS           | 6 days   | 7 days
 MONTEREY LABYRINTH          | 6 days   | 7 days
 MONTEZUMA COMMAND           | 6 days   | 7 days
 MOON BUNCH                  | 7 days   | 8 days
 MOONSHINE CABIN             | 4 days   | 5 days
 MOONWALKER FOOL             | 5 days   | 6 days
 MOSQUITO ARMAGEDDON         | 6 days   | 7 days
 MOTHER OLEANDER             | 3 days   | 4 days
 MOTIONS DETAILS             | 5 days   | 6 days
 MOULIN WAKE                 | 4 days   | 5 days
 MOURNING PURPLE             | 5 days   | 6 days
 MOVIE SHAKESPEARE           | 6 days   | 7 days
 MULAN MOON                  | 4 days   | 5 days
 MULHOLLAND BEAST            | 7 days   | 8 days
 MUMMY CREATURES             | 3 days   | 4 days
 MUPPET MILE                 | 5 days   | 6 days
 MURDER ANTITRUST            | 6 days   | 7 days
 MUSCLE BRIGHT               | 7 days   | 8 days
 MUSIC BOONDOCK              | 7 days   | 8 days
 MUSKETEERS WAIT             | 7 days   | 8 days
 MUSSOLINI SPOILERS          | 6 days   | 7 days
 MYSTIC TRUMAN               | 5 days   | 6 days
 NAME DETECTIVE              | 5 days   | 6 days
 NASH CHOCOLAT               | 6 days   | 7 days
 NATIONAL STORY              | 4 days   | 5 days
 NATURAL STOCK               | 4 days   | 5 days
 NECKLACE OUTBREAK           | 3 days   | 4 days
 NEIGHBORS CHARADE           | 3 days   | 4 days
 NEMO CAMPUS                 | 5 days   | 6 days
 NETWORK PEAK                | 5 days   | 6 days
 NEWSIES STORY               | 4 days   | 5 days
 NEWTON LABYRINTH            | 4 days   | 5 days
 NIGHTMARE CHILL             | 3 days   | 4 days
 NONE SPIKING                | 3 days   | 4 days
 NOON PAPI                   | 5 days   | 6 days
 NORTH TEQUILA               | 4 days   | 5 days
 NORTHWEST POLISH            | 5 days   | 6 days
 NOTORIOUS REUNION           | 7 days   | 8 days
 NOTTING SPEAKEASY           | 7 days   | 8 days
 NOVOCAINE FLIGHT            | 4 days   | 5 days
 NUTS TIES                   | 5 days   | 6 days
 OCTOBER SUBMARINE           | 6 days   | 7 days
 ODDS BOOGIE                 | 6 days   | 7 days
 OKLAHOMA JUMANJI            | 7 days   | 8 days
 OLEANDER CLUE               | 5 days   | 6 days
 OPEN AFRICAN                | 7 days   | 8 days
 OPERATION OPERATION         | 7 days   | 8 days
 OPPOSITE NECKLACE           | 7 days   | 8 days
 OPUS ICE                    | 5 days   | 6 days
 ORANGE GRAPES               | 4 days   | 5 days
 ORDER BETRAYED              | 7 days   | 8 days
 ORIENT CLOSER               | 3 days   | 4 days
 OSCAR GOLD                  | 7 days   | 8 days
 OTHERS SOUP                 | 7 days   | 8 days
 OUTBREAK DIVINE             | 6 days   | 7 days
 OUTFIELD MASSACRE           | 4 days   | 5 days
 OUTLAW HANKY                | 7 days   | 8 days
 OZ LIAISONS                 | 4 days   | 5 days
 PACIFIC AMISTAD             | 3 days   | 4 days
 PACKER MADIGAN              | 3 days   | 4 days
 PAJAMA JAWBREAKER           | 3 days   | 4 days
 PANIC CLUB                  | 3 days   | 4 days
 PANKY SUBMARINE             | 4 days   | 5 days
 PANTHER REDS                | 5 days   | 6 days
 PAPI NECKLACE               | 3 days   | 4 days
 PARADISE SABRINA            | 5 days   | 6 days
 PARIS WEEKEND               | 7 days   | 8 days
 PARK CITIZEN                | 3 days   | 4 days
 PARTY KNOCK                 | 7 days   | 8 days
 PAST SUICIDES               | 5 days   | 6 days
 PATHS CONTROL               | 3 days   | 4 days
 PATIENT SISTER              | 7 days   | 8 days
 PATRIOT ROMAN               | 6 days   | 7 days
 PATTON INTERVIEW            | 4 days   | 5 days
 PAYCHECK WAIT               | 4 days   | 5 days
 PEACH INNOCENT              | 3 days   | 4 days
 PEAK FOREVER                | 7 days   | 8 days
 PEARL DESTINY               | 3 days   | 4 days
 PELICAN COMFORTS            | 4 days   | 5 days
 PERDITION FARGO             | 7 days   | 8 days
 PERFECT GROOVE              | 7 days   | 8 days
 PERSONAL LADYBUGS           | 3 days   | 4 days
 PET HAUNTING                | 3 days   | 4 days
 PHANTOM GLORY               | 6 days   | 7 days
 PHILADELPHIA WIFE           | 7 days   | 8 days
 PIANIST OUTFIELD            | 6 days   | 7 days
 PICKUP DRIVING              | 3 days   | 4 days
 PILOT HOOSIERS              | 6 days   | 7 days
 PINOCCHIO SIMON             | 4 days   | 5 days
 PIRATES ROXANNE             | 4 days   | 5 days
 PITTSBURGH HUNCHBACK        | 4 days   | 5 days
 PITY BOUND                  | 5 days   | 6 days
 PIZZA JUMANJI               | 4 days   | 5 days
 PLATOON INSTINCT            | 6 days   | 7 days
 PLUTO OLEANDER              | 5 days   | 6 days
 POCUS PULP                  | 6 days   | 7 days
 POLISH BROOKLYN             | 6 days   | 7 days
 POLLOCK DELIVERANCE         | 5 days   | 6 days
 POND SEATTLE                | 7 days   | 8 days
 POSEIDON FOREVER            | 6 days   | 7 days
 POTLUCK MIXED               | 3 days   | 4 days
 POTTER CONNECTICUT          | 5 days   | 6 days
 PREJUDICE OLEANDER          | 6 days   | 7 days
 PRESIDENT BANG              | 6 days   | 7 days
 PRIDE ALAMO                 | 6 days   | 7 days
 PRIMARY GLASS               | 7 days   | 8 days
 PRINCESS GIANT              | 3 days   | 4 days
 PRIVATE DROP                | 7 days   | 8 days
 PRIX UNDEFEATED             | 4 days   | 5 days
 PSYCHO SHRUNK               | 5 days   | 6 days
 PULP BEVERLY                | 4 days   | 5 days
 PUNK DIVORCE                | 6 days   | 7 days
 PURE RUNNER                 | 3 days   | 4 days
 PURPLE MOVIE                | 4 days   | 5 days
 QUEEN LUKE                  | 5 days   | 6 days
 QUEST MUSSOLINI             | 5 days   | 6 days
 QUILLS BULL                 | 4 days   | 5 days
 RACER EGG                   | 7 days   | 8 days
 RAGE GAMES                  | 4 days   | 5 days
 RAGING AIRPLANE             | 4 days   | 5 days
 RAIDERS ANTITRUST           | 4 days   | 5 days
 RAINBOW SHOCK               | 3 days   | 4 days
 RANDOM GO                   | 6 days   | 7 days
 RANGE MOONWALKER            | 3 days   | 4 days
 REAP UNFAITHFUL             | 6 days   | 7 days
 REAR TRADING                | 6 days   | 7 days
 REBEL AIRPORT               | 7 days   | 8 days
 RECORDS ZORRO               | 7 days   | 8 days
 REDEMPTION COMFORTS         | 3 days   | 4 days
 REDS POCUS                  | 7 days   | 8 days
 REEF SALUTE                 | 5 days   | 6 days
 REIGN GENTLEMEN             | 3 days   | 4 days
 REMEMBER DIARY              | 5 days   | 6 days
 REQUIEM TYCOON              | 6 days   | 7 days
 RESERVOIR ADAPTATION        | 7 days   | 8 days
 RESURRECTION SILVERADO      | 6 days   | 7 days
 REUNION WITCHES             | 3 days   | 4 days
 RIDER CADDYSHACK            | 5 days   | 6 days
 RIDGEMONT SUBMARINE         | 3 days   | 4 days
 RIGHT CRANES                | 7 days   | 8 days
 RINGS HEARTBREAKERS         | 5 days   | 6 days
 RIVER OUTLAW                | 4 days   | 5 days
 ROAD ROXANNE                | 4 days   | 5 days
 ROBBERS JOON                | 7 days   | 8 days
 ROBBERY BRIGHT              | 4 days   | 5 days
 ROCK INSTINCT               | 4 days   | 5 days
 ROCKETEER MOTHER            | 3 days   | 4 days
 ROCKY WAR                   | 4 days   | 5 days
 ROLLERCOASTER BRINGING      | 5 days   | 6 days
 ROMAN PUNK                  | 7 days   | 8 days
 ROOF CHAMPION               | 7 days   | 8 days
 ROOM ROMAN                  | 7 days   | 8 days
 ROOTS REMEMBER              | 4 days   | 5 days
 ROSES TREASURE              | 5 days   | 6 days
 ROUGE SQUAD                 | 3 days   | 4 days
 ROXANNE REBEL               | 5 days   | 6 days
 RUGRATS SHAKESPEARE         | 4 days   | 5 days
 RULES HUMAN                 | 6 days   | 7 days
 RUN PACIFIC                 | 3 days   | 4 days
 RUNAWAY TENENBAUMS          | 6 days   | 7 days
 RUNNER MADIGAN              | 6 days   | 7 days
 RUSH GOODFELLAS             | 3 days   | 4 days
 RUSHMORE MERMAID            | 6 days   | 7 days
 SABRINA MIDNIGHT            | 5 days   | 6 days
 SADDLE ANTITRUST            | 7 days   | 8 days
 SAGEBRUSH CLUELESS          | 4 days   | 5 days
 SAINTS BRIDE                | 5 days   | 6 days
 SALUTE APOLLO               | 4 days   | 5 days
 SAMURAI LION                | 5 days   | 6 days
 SANTA PARIS                 | 7 days   | 8 days
 SASSY PACKER                | 6 days   | 7 days
 SATISFACTION CONFIDENTIAL   | 3 days   | 4 days
 SATURDAY LAMBS              | 3 days   | 4 days
 SATURN NAME                 | 7 days   | 8 days
 SAVANNAH TOWN               | 5 days   | 6 days
 SCALAWAG DUCK               | 6 days   | 7 days
 SCARFACE BANG               | 3 days   | 4 days
 SCHOOL JACKET               | 5 days   | 6 days
 SCISSORHANDS SLUMS          | 5 days   | 6 days
 SHIP WONDERLAND             | 5 days   | 6 days
 SCORPION APOLLO             | 3 days   | 4 days
 SEA VIRGIN                  | 4 days   | 5 days
 SEABISCUIT PUNK             | 6 days   | 7 days
 SEARCHERS WAIT              | 3 days   | 4 days
 SEATTLE EXPECATIONS         | 4 days   | 5 days
 SECRET GROUNDHOG            | 6 days   | 7 days
 SECRETARY ROUGE             | 5 days   | 6 days
 SECRETS PARADISE            | 3 days   | 4 days
 SENSE GREEK                 | 4 days   | 5 days
 SENSIBILITY REAR            | 7 days   | 8 days
 SEVEN SWARM                 | 4 days   | 5 days
 SHAKESPEARE SADDLE          | 6 days   | 7 days
 SHANE DARKNESS              | 5 days   | 6 days
 SHANGHAI TYCOON             | 7 days   | 8 days
 SHAWSHANK BUBBLE            | 6 days   | 7 days
 SHEPHERD MIDSUMMER          | 7 days   | 8 days
 SHINING ROSES               | 4 days   | 5 days
 SHOCK CABIN                 | 7 days   | 8 days
 SHOOTIST SUPERFLY           | 6 days   | 7 days
 SHOW LORD                   | 3 days   | 4 days
 SHREK LICENSE               | 7 days   | 8 days
 SHRUNK DIVINE               | 6 days   | 7 days
 SIDE ARK                    | 5 days   | 6 days
 SIEGE MADRE                 | 7 days   | 8 days
 SIERRA DIVIDE               | 3 days   | 4 days
 SILENCE KANE                | 7 days   | 8 days
 SILVERADO GOLDFINGER        | 4 days   | 5 days
 SIMON NORTH                 | 3 days   | 4 days
 SINNERS ATLANTIS            | 7 days   | 8 days
 SISTER FREDDY               | 5 days   | 6 days
 SKY MIRACLE                 | 7 days   | 8 days
 SLACKER LIAISONS            | 7 days   | 8 days
 SLEEPING SUSPECTS           | 7 days   | 8 days
 SLEEPLESS MONSOON           | 5 days   | 6 days
 SLEEPY JAPANESE             | 4 days   | 5 days
 SLEUTH ORIENT               | 4 days   | 5 days
 SLING LUKE                  | 5 days   | 6 days
 SLIPPER FIDELITY            | 5 days   | 6 days
 SLUMS DUCK                  | 5 days   | 6 days
 SMILE EARRING               | 4 days   | 5 days
 SMOKING BARBARELLA          | 7 days   | 8 days
 SMOOCHY CONTROL             | 7 days   | 8 days
 SNATCH SLIPPER              | 6 days   | 7 days
 SNATCHERS MONTEZUMA         | 4 days   | 5 days
 SNOWMAN ROLLERCOASTER       | 3 days   | 4 days
 SOLDIERS EVOLUTION          | 7 days   | 8 days
 SOMETHING DUCK              | 4 days   | 5 days
 SONG HEDWIG                 | 3 days   | 4 days
 SONS INTERVIEW              | 3 days   | 4 days
 SORORITY QUEEN              | 6 days   | 7 days
 SOUP WISDOM                 | 6 days   | 7 days
 SOUTH WAIT                  | 4 days   | 5 days
 SPARTACUS CHEAPER           | 4 days   | 5 days
 SPEAKEASY DATE              | 6 days   | 7 days
 SPEED SUIT                  | 7 days   | 8 days
 SPICE SORORITY              | 5 days   | 6 days
 SPIKING ELEMENT             | 7 days   | 8 days
 SPINAL ROCKY                | 7 days   | 8 days
 SPIRIT FLINTSTONES          | 7 days   | 8 days
 SPIRITED CASUALTIES         | 5 days   | 6 days
 SPLASH GUMP                 | 5 days   | 6 days
 SPLENDOR PATTON             | 5 days   | 6 days
 SPOILERS HELLFIGHTERS       | 4 days   | 5 days
 SPY MILE                    | 6 days   | 7 days
 SQUAD FISH                  | 3 days   | 4 days
 STAGE WORLD                 | 4 days   | 5 days
 STAGECOACH ARMAGEDDON       | 5 days   | 6 days
 STALLION SUNDANCE           | 5 days   | 6 days
 STAMPEDE DISTURBING         | 5 days   | 6 days
 STAR OPERATION              | 5 days   | 6 days
 STATE WASTELAND             | 4 days   | 5 days
 STEEL SANTA                 | 4 days   | 5 days
 STEERS ARMAGEDDON           | 6 days   | 7 days
 STEPMOM DREAM               | 7 days   | 8 days
 STING PERSONAL              | 3 days   | 4 days
 STOCK GLASS                 | 7 days   | 8 days
 STONE FIRE                  | 3 days   | 4 days
 STORM HAPPINESS             | 6 days   | 7 days
 STORY SIDE                  | 7 days   | 8 days
 STRAIGHT HOURS              | 3 days   | 4 days
 STRANGELOVE DESIRE          | 4 days   | 5 days
 STRANGER STRANGERS          | 3 days   | 4 days
 STRANGERS GRAFFITI          | 4 days   | 5 days
 STREAK RIDGEMONT            | 7 days   | 8 days
 STREETCAR INTENTIONS        | 5 days   | 6 days
 STRICTLY SCARFACE           | 3 days   | 4 days
 SUBMARINE BED               | 5 days   | 6 days
 SUGAR WONKA                 | 3 days   | 4 days
 SUICIDES SILENCE            | 4 days   | 5 days
 SUIT WALLS                  | 3 days   | 4 days
 SUMMER SCARFACE             | 5 days   | 6 days
 SUN CONFESSIONS             | 5 days   | 6 days
 SUNDANCE INVASION           | 5 days   | 6 days
 SUNRISE LEAGUE              | 3 days   | 4 days
 SUNSET RACER                | 6 days   | 7 days
 SUPER WYOMING               | 5 days   | 6 days
 SUPERFLY TRIP               | 5 days   | 6 days
 SUSPECTS QUILLS             | 4 days   | 5 days
 SWARM GOLD                  | 4 days   | 5 days
 SWEDEN SHINING              | 6 days   | 7 days
 SWEET BROTHERHOOD           | 3 days   | 4 days
 SWEETHEARTS SUSPECTS        | 3 days   | 4 days
 TADPOLE PARK                | 6 days   | 7 days
 TALENTED HOMICIDE           | 6 days   | 7 days
 TARZAN VIDEOTAPE            | 3 days   | 4 days
 TAXI KICK                   | 4 days   | 5 days
 TEEN APOLLO                 | 3 days   | 4 days
 TELEGRAPH VOYAGE            | 3 days   | 4 days
 TELEMARK HEARTBREAKERS      | 6 days   | 7 days
 TEMPLE ATTRACTION           | 5 days   | 6 days
 TENENBAUMS COMMAND          | 4 days   | 5 days
 TEQUILA PAST                | 6 days   | 7 days
 TERMINATOR CLUB             | 5 days   | 6 days
 TEXAS WATCH                 | 7 days   | 8 days
 THEORY MERMAID              | 5 days   | 6 days
 THIEF PELICAN               | 5 days   | 6 days
 THIN SAGEBRUSH              | 5 days   | 6 days
 TIES HUNGER                 | 3 days   | 4 days
 TIGHTS DAWN                 | 5 days   | 6 days
 TIMBERLAND SKY              | 3 days   | 4 days
 TITANIC BOONDOCK            | 3 days   | 4 days
 TITANS JERK                 | 4 days   | 5 days
 TOMATOES HELLFIGHTERS       | 6 days   | 7 days
 TOMORROW HUSTLER            | 3 days   | 4 days
 TOOTSIE PILOT               | 3 days   | 4 days
 TORQUE BOUND                | 3 days   | 4 days
 TOURIST PELICAN             | 4 days   | 5 days
 TOWERS HURRICANE            | 7 days   | 8 days
 TOWN ARK                    | 6 days   | 7 days
 TRACY CIDER                 | 3 days   | 4 days
 TRADING PINOCCHIO           | 6 days   | 7 days
 TRAFFIC HOBBIT              | 5 days   | 6 days
 TRAIN BUNCH                 | 3 days   | 4 days
 TRAINSPOTTING STRANGERS     | 7 days   | 8 days
 TRAMP OTHERS                | 4 days   | 5 days
 TRANSLATION SUMMER          | 4 days   | 5 days
 TRAP GUYS                   | 3 days   | 4 days
 TREASURE COMMAND            | 3 days   | 4 days
 TREATMENT JEKYLL            | 3 days   | 4 days
 TRIP NEWTON                 | 7 days   | 8 days
 TROJAN TOMORROW             | 3 days   | 4 days
 TROOPERS METAL              | 3 days   | 4 days
 TROUBLE DATE                | 6 days   | 7 days
 TRUMAN CRAZY                | 7 days   | 8 days
 TURN STAR                   | 3 days   | 4 days
 TUXEDO MILE                 | 3 days   | 4 days
 TWISTED PIRATES             | 4 days   | 5 days
 TYCOON GATHERING            | 3 days   | 4 days
 UNBREAKABLE KARATE          | 3 days   | 4 days
 UNCUT SUICIDES              | 7 days   | 8 days
 UNDEFEATED DALMATIONS       | 7 days   | 8 days
 UNFAITHFUL KILL             | 7 days   | 8 days
 UNFORGIVEN ZOOLANDER        | 7 days   | 8 days
 UNITED PILOT                | 3 days   | 4 days
 UNTOUCHABLES SUNRISE        | 5 days   | 6 days
 UPRISING UPTOWN             | 6 days   | 7 days
 UPTOWN YOUNG                | 5 days   | 6 days
 USUAL UNTOUCHABLES          | 5 days   | 6 days
 VACATION BOONDOCK           | 4 days   | 5 days
 VALENTINE VANISHING         | 7 days   | 8 days
 VALLEY PACKER               | 3 days   | 4 days
 VAMPIRE WHALE               | 4 days   | 5 days
 VANILLA DAY                 | 7 days   | 8 days
 VANISHED GARDEN             | 5 days   | 6 days
 VANISHING ROCKY             | 3 days   | 4 days
 VARSITY TRIP                | 7 days   | 8 days
 VELVET TERMINATOR           | 3 days   | 4 days
 VERTIGO NORTHWEST           | 4 days   | 5 days
 VICTORY ACADEMY             | 6 days   | 7 days
 VIDEOTAPE ARSENIC           | 4 days   | 5 days
 VIETNAM SMOOCHY             | 7 days   | 8 days
 VILLAIN DESPERATE           | 4 days   | 5 days
 VIRGIN DAISY                | 6 days   | 7 days
 VIRGINIAN PLUTO             | 5 days   | 6 days
 VIRTUAL SPOILERS            | 3 days   | 4 days
 VISION TORQUE               | 5 days   | 6 days
 VOICE PEACH                 | 6 days   | 7 days
 VOLCANO TEXAS               | 6 days   | 7 days
 VOLUME HOUSE                | 7 days   | 8 days
 VOYAGE LEGALLY              | 6 days   | 7 days
 WAGON JAWS                  | 7 days   | 8 days
 WAIT CIDER                  | 3 days   | 4 days
 WAKE JAWS                   | 7 days   | 8 days
 WALLS ARTIST                | 7 days   | 8 days
 WANDA CHAMBER               | 7 days   | 8 days
 WAR NOTTING                 | 7 days   | 8 days
 WARDROBE PHANTOM            | 6 days   | 7 days
 WARLOCK WEREWOLF            | 6 days   | 7 days
 WARS PLUTO                  | 5 days   | 6 days
 WASH HEAVENLY               | 7 days   | 8 days
 WASTELAND DIVINE            | 7 days   | 8 days
 WATCH TRACY                 | 5 days   | 6 days
 WATERFRONT DELIVERANCE      | 4 days   | 5 days
 WATERSHIP FRONTIER          | 6 days   | 7 days
 WEDDING APOLLO              | 3 days   | 4 days
 WEEKEND PERSONAL            | 5 days   | 6 days
 WEREWOLF LOLA               | 6 days   | 7 days
 WEST LION                   | 4 days   | 5 days
 WESTWARD SEABISCUIT         | 7 days   | 8 days
 WHALE BIKINI                | 4 days   | 5 days
 WHISPERER GIANT             | 4 days   | 5 days
 WIFE TURN                   | 3 days   | 4 days
 WILD APOLLO                 | 4 days   | 5 days
 WILLOW TRACY                | 6 days   | 7 days
 WIND PHANTOM                | 6 days   | 7 days
 WINDOW SIDE                 | 3 days   | 4 days
 WISDOM WORKER               | 3 days   | 4 days
 WITCHES PANIC               | 6 days   | 7 days
 WIZARD COLDBLOODED          | 4 days   | 5 days
 WOLVES DESIRE               | 7 days   | 8 days
 WOMEN DORADO                | 4 days   | 5 days
 WON DARES                   | 7 days   | 8 days
 WONDERFUL DROP              | 3 days   | 4 days
 WONDERLAND CHRISTMAS        | 4 days   | 5 days
 WONKA SEA                   | 6 days   | 7 days
 WORDS HUNTER                | 3 days   | 4 days
 WORKER TARZAN               | 7 days   | 8 days
 WORKING MICROCOSMOS         | 4 days   | 5 days
 WORLD LEATHERNECKS          | 3 days   | 4 days
 WORST BANGER                | 4 days   | 5 days
 WRATH MILE                  | 5 days   | 6 days
 WRONG BEHAVIOR              | 6 days   | 7 days
 WYOMING STORM               | 6 days   | 7 days
 YENTL IDAHO                 | 5 days   | 6 days
 YOUNG LANGUAGE              | 6 days   | 7 days
 YOUTH KICK                  | 4 days   | 5 days
 ZHIVAGO CORE                | 6 days   | 7 days
 ZOOLANDER FICTION           | 5 days   | 6 days
 ZORRO ARK                   | 3 days   | 4 days
(1000 rows)

 hr | count 
----+-------
  0 |   694
  1 |   649
  2 |   630
  3 |   684
  4 |   681
  5 |   648
  6 |   647
  7 |   667
  8 |   696
  9 |   652
 10 |   673
 11 |   663
 12 |   632
 13 |   645
 14 |   653
 15 |   887
 16 |   664
 17 |   634
 18 |   688
 19 |   676
 20 |   658
 21 |   671
 22 |   610
 23 |   642
(24 rows)

 End of month rentals 
----------------------
                  842
(1 row)

 customer_id | hrs_rented 
-------------+------------
         526 |       6340
         148 |       5834
         144 |       5641
(3 rows)

 first_name  | count 
-------------+-------
 CASSANDRA   |     3
 BARBARA     |     3
 SAMANTHA    |     3
 TAMARA      |     3
 AMANDA      |     3
 MARSHALL    |     2
 MARSHA      |     2
 MARIAN      |     2
 ALLAN       |     2
 TANYA       |     2
 LAURA       |     2
 MARCIA      |     2
 NATHANIEL   |     2
 SARAH       |     2
 ANDREA      |     2
 ADRIAN      |     2
 CLAUDIA     |     2
 SARA        |     2
 PATRICIA    |     2
 SALVADOR    |     2
 WANDA       |     2
 RAFAEL      |     2
 NATALIE     |     2
 TARA        |     2
 ZACHARY     |     2
 CARLA       |     2
 MARIA       |     2
 PAULA       |     2
 DIANA       |     2
 ANGELA      |     2
 ALEXANDER   |     2
 ALMA        |     2
 VANESSA     |     2
 YOLANDA     |     2
 ISAAC       |     2
 WALLACE     |     2
 RANDALL     |     2
 SANDRA      |     2
 ANA         |     2
 DANA        |     2
 NATHAN      |     2
 ANNA        |     2
 ALAN        |     2
 AARON       |     2
 MARGARET    |     2
 ALICIA      |     2
 ARMANDO     |     2
 CLARA       |     2
 ANITA       |     2
 JUANITA     |     2
 JONATHAN    |     2
 ADAM        |     2
 PAMELA      |     2
 RAMONA      |     2
 DEANNA      |     2
 MARTHA      |     2
 TRACY       |     1
 EDNA        |     1
 TIFFANY     |     1
 CARMEN      |     1
 ROSA        |     1
 GRACE       |     1
 VICTORIA    |     1
 SYLVIA      |     1
 VALERIE     |     1
 LINDA       |     1
 ELIZABETH   |     1
 SUSAN       |     1
 LISA        |     1
 NANCY       |     1
 KAREN       |     1
 DONNA       |     1
 CAROL       |     1
 SHARON      |     1
 DEBORAH     |     1
 JESSICA     |     1
 CYNTHIA     |     1
 MELISSA     |     1
 BRENDA      |     1
 AMY         |     1
 REBECCA     |     1
 VIRGINIA    |     1
 KATHLEEN    |     1
 DEBRA       |     1
 STEPHANIE   |     1
 CAROLYN     |     1
 MARIE       |     1
 JANET       |     1
 CATHERINE   |     1
 FRANCES     |     1
