Null display is "<null>".
 First Name  |  Last Name   
 DAUGHTER MADIGAN            | PG-13
 DECEIVER BETRAYED           | NC-17
 DEEP CRUSADE                | PG-13
 DEER VIRGINIAN              | NC-17
 DELIVERANCE MULHOLLAND      | R
 DESERT POSEIDON             | R
 DESIRE ALIEN                | NC-17
 DESTINATION JERK            | PG-13
 DETAILS PACKER              | R
 DETECTIVE VISION            | PG-13
 DEVIL DESIRE                | R
 DINOSAUR SECRETARY          | R
 DIRTY ACE                   | NC-17
 DISTURBING SCARFACE         | R
 DIVIDE MONSTER              | PG-13
 DIVINE RESURRECTION         | R
 DOLLS RAGE                  | PG-13
 DONNIE ALLEY                | NC-17
 DOOM DANCING                | R
 DOORS PRESIDENT             | NC-17
 DORADO NOTTING              | NC-17
 DOUBLE WRATH                | R
 DOUBTFIRE LABYRINTH         | R
 DOZEN LION                  | NC-17
 DRAGON SQUAD                | NC-17
 DRAGONFLY STRANGERS         | NC-17
 DRIFTER COMMANDMENTS        | PG-13
 DRIVER ANNIE                | PG-13
 DRIVING POLISH              | NC-17
 DROP WATERFRONT             | R
 DUCK RACER                  | NC-17
 DUMBO LUST                  | NC-17
 DURHAM PANKY                | R
 DYNAMITE TARZAN             | PG-13
 EAGLES PANKY                | NC-17
 EARLY HOME                  | NC-17
 EARRING INSTINCT            | R
 EARTH VISION                | NC-17
 EDGE KISSING                | NC-17
 ELEMENT FREDDY              | NC-17
 ELEPHANT TROJAN             | PG-13
 ELF MURDER                  | NC-17
 ELIZABETH SHANE             | NC-17
 ENCOUNTERS CURTAIN          | NC-17
 ENDING CROWDS               | NC-17
 ENEMY ODDS                  | NC-17
 ENGLISH BULWORTH            | PG-13
 ENOUGH RAGING               | NC-17
 ENTRAPMENT SATISFACTION     | R
 ESCAPE METROPOLIS           | R
 EVOLUTION ALTER             | PG-13
 EXPECATIONS NATURAL         | PG-13
 EXPRESS LONELY              | R
 EYES DRIVING                | PG-13
 FACTORY DRAGON              | PG-13
 FALCON VOLUME               | PG-13
 FAMILY SWEET                | R
 FANTASY TROOPERS            | PG-13
 FEATHERS METAL              | PG-13
 FELLOWSHIP AUTUMN           | NC-17
 FEUD FROGMEN                | R
 FEVER EMPIRE                | R
 FIDDLER LOST                | R
 FIGHT JAWBREAKER            | R
 FINDING ANACONDA            | R
 FIRE WOLVES                 | R
 FISH OPUS                   | R
 FLAMINGOS CONNECTICUT       | PG-13
 FLASH WARS                  | NC-17
 FLIGHT LIES                 | R
 FLINTSTONES HAPPINESS       | PG-13
 FLOATS GARDEN               | PG-13
 FLYING HOOK                 | NC-17
 FOREVER CANDIDATE           | NC-17
 FORREST SONS                | R
 FORRESTER COMANCHEROS       | NC-17
 FORWARD TEMPLE              | NC-17
 FRANKENSTEIN STRANGER       | NC-17
 FREAKY POCUS                | R
 FREDDY STORM                | NC-17
 FREEDOM CLEOPATRA           | PG-13
 FRIDA SLIPPER               | R
 FROGMEN BREAKING            | R
 FRONTIER CABIN              | PG-13
 FUGITIVE MAGUIRE            | R
 FURY MURDER                 | PG-13
 GALAXY SWEETHEARTS          | R
 GAMES BOWFINGER             | PG-13
 GANDHI KWAI                 | PG-13
 GANGS PRIDE                 | PG-13
 GATHERING CALENDAR          | PG-13
 GENTLEMEN STAGE             | NC-17
 GHOSTBUSTERS ELF            | R
 GIANT TROOPERS              | R
 GILMORE BOILED              | R
 GLEAMING JAWBREAKER         | NC-17
 GLORY TRACY                 | PG-13
 GO PURPLE                   | R
 GODFATHER DIARY             | NC-17
 GOLD RIVER                  | R
 GOLDMINE TYCOON             | R
 GONE TROUBLE                | R
 GORGEOUS BINGO              | R
 GRACELAND DYNAMITE          | R
 GRAIL FRANKENSTEIN          | NC-17
 GREATEST NORTH              | NC-17
 GREEDY ROOTS                | R
 GRINCH MASSAGE              | R
 GROOVE FICTION              | NC-17
 GROSSE WONDERFUL            | R
 GROUNDHOG UNCUT             | PG-13
 GUMP DATE                   | NC-17
 GUNFIGHT MOON               | NC-17
 GUNFIGHTER MUSSOLINI        | PG-13
 GUYS FALCON                 | R
 HALF OUTFIELD               | PG-13
 HALL CASSIDY                | NC-17
 HALLOWEEN NUTS              | PG-13
 HAMLET WISDOM               | R
 HANDICAP BOONDOCK           | R
 HANKY OCTOBER               | NC-17
 HANOVER GALAXY              | NC-17
 HARDLY ROBBERS              | R
 HAROLD FRENCH               | NC-17
 HARRY IDAHO                 | PG-13
 HAUNTED ANTITRUST           | NC-17
 HAUNTING PIANIST            | R
 HAWK CHILL                  | PG-13
 HEAD STRANGER               | R
 HEAVENLY GUN                | NC-17
 HEDWIG ALTER                | NC-17
 HIGH ENCINO                 | R
 HIGHBALL POTTER             | R
 HOBBIT ALIEN                | PG-13
 HOLIDAY GAMES               | PG-13
 HOLLOW JEOPARDY             | NC-17
 HOLOCAUST HIGHBALL          | R
 HOLY TADPOLE                | R
 HOME PITY                   | R
 HOMEWARD CIDER              | R
 HOMICIDE PEACH              | PG-13
 HONEY TIES                  | R
 HOPE TOOTSIE                | NC-17
 HORROR REIGN                | R
 HOTEL HAPPINESS             | PG-13
 HOURS RAGE                  | NC-17
 HOUSE DYNAMITE              | R
 HUMAN GRAFFITI              | NC-17
 HUNCHBACK IMPOSSIBLE        | PG-13
 HUNTER ALTER                | PG-13
 HUNTING MUSKETEERS          | NC-17
 HUSTLER PARTY               | NC-17
 ICE CROSSING                | R
 IDAHO LOVE                  | PG-13
 IDENTITY LOVER              | PG-13
 IDOLS SNATCHERS             | NC-17
 IGBY MAKER                  | NC-17
 ILLUSION AMELIE             | R
 IMAGE PRINCESS              | PG-13
 IMPACT ALADDIN              | PG-13
 IMPOSSIBLE PREJUDICE        | NC-17
 INCH JET                    | NC-17
 INDEPENDENCE HOTEL          | NC-17
 INDIAN LOVE                 | NC-17
 INFORMER DOUBLE             | NC-17
 INNOCENT USUAL              | PG-13
 INSECTS STONE               | NC-17
 INSIDER ARIZONA             | NC-17
 INTENTIONS EMPIRE           | PG-13
 INTERVIEW LIAISONS          | R
 INTOLERABLE INTENTIONS      | PG-13
 ISHTAR ROCKETEER            | R
 ISLAND EXORCIST             | NC-17
 JACKET FRISCO               | PG-13
 JADE BUNCH                  | NC-17
 JASON TRAP                  | NC-17
 JEEPERS WEDDING             | R
 JEOPARDY ENCINO             | R
 JERICHO MULAN               | NC-17
 JERK PAYCHECK               | NC-17
 JET NEIGHBORS               | R
 JINGLE SAGEBRUSH            | PG-13
 JOON NORTHWEST              | NC-17
 JUGGLER HARDLY              | PG-13
 JUMPING WRATH               | NC-17
 JUNGLE CLOSER               | NC-17
 KANE EXORCIST               | R
 KARATE MOON                 | PG-13
 KICK SAVANNAH               | PG-13
 KILLER INNOCENT             | R
 KING EVOLUTION              | NC-17
 KISS GLORY                  | PG-13
 KISSING DOLLS               | R
 KNOCK WARLOCK               | PG-13
 KRAMER CHOCOLATE            | R
 KWAI HOMEWARD               | PG-13
 LABYRINTH LEAGUE            | PG-13
 LADYBUGS ARMAGEDDON         | NC-17
 LAMBS CINCINATTI            | PG-13
 LANGUAGE COWBOY             | NC-17
 LAWRENCE LOVE               | NC-17
 LEAGUE HELLFIGHTERS         | PG-13
 LEATHERNECKS DWARFS         | PG-13
 LEBOWSKI SOLDIERS           | PG-13
 LESSON CLEOPATRA            | NC-17
 LICENSE WEEKEND             | NC-17
 LIES TREATMENT              | NC-17
 LIFE TWISTED                | NC-17
 LIGHTS DEER                 | R
 LOATHING LEGALLY            | R
 LOCK REAR                   | R
 LOLITA WORLD                | NC-17
 LORD ARIZONA                | PG-13
 LOSE INCH                   | R
 LOST BIRD                   | PG-13
 LOUISIANA HARRY             | PG-13
 LOVE SUICIDES               | R
 LOVERBOY ATTACKS            | PG-13
 LUCK OPUS                   | NC-17
 LUCKY FLYING                | PG-13
 LUKE MUMMY                  | NC-17
 MADIGAN DORADO              | R
 MADISON TRAP                | R
 MADNESS ATTACKS             | PG-13
 MADRE GABLES                | PG-13
 MAGNIFICENT CHITTY          | R
 MAGNOLIA FORRESTER          | PG-13
 MAGUIRE APACHE              | NC-17
 MAKER GABLES                | PG-13
 MALTESE HOPE                | PG-13
 MANNEQUIN WORST             | PG-13
 MARS ROMAN                  | NC-17
 MASK PEACH                  | NC-17
 MASKED BUBBLE               | PG-13
 MASSACRE USUAL              | R
 MATRIX SNOWMAN              | PG-13
 MAUDE MOD                   | R
 MEMENTO ZOOLANDER           | NC-17
 MERMAID INSECTS             | NC-17
 METAL ARMAGEDDON            | PG-13
 METROPOLIS COMA             | PG-13
 MICROCOSMOS PARADISE        | PG-13
 MILLION ACE                 | PG-13
 MINDS TRUMAN                | PG-13
 MINE TITANS                 | PG-13
 MIRACLE VIRTUAL             | PG-13
 MISSION ZOOLANDER           | PG-13
 MIXED DOORS                 | PG-13
 MOD SECRETARY               | NC-17
 MODEL FISH                  | NC-17
 MONTEZUMA COMMAND           | NC-17
 MOONSHINE CABIN             | PG-13
 MOTHER OLEANDER             | R
 MOULIN WAKE                 | PG-13
 MUMMY CREATURES             | NC-17
 MUSIC BOONDOCK              | R
 MYSTIC TRUMAN               | NC-17
 NAME DETECTIVE              | PG-13
 NASH CHOCOLAT               | PG-13
 NATIONAL STORY              | NC-17
 NATURAL STOCK               | PG-13
 NEIGHBORS CHARADE           | R
 NEMO CAMPUS                 | NC-17
 NETWORK PEAK                | PG-13
 NONE SPIKING                | NC-17
 NORTH TEQUILA               | NC-17
 NOTORIOUS REUNION           | NC-17
 NOTTING SPEAKEASY           | PG-13
 NUTS TIES                   | NC-17
 OCTOBER SUBMARINE           | PG-13
 ODDS BOOGIE                 | NC-17
 OPUS ICE                    | R
 ORANGE GRAPES               | PG-13
 ORDER BETRAYED              | PG-13
 ORIENT CLOSER               | R
 OUTBREAK DIVINE             | NC-17
 OUTFIELD MASSACRE           | NC-17
 OUTLAW HANKY                | PG-13
 OZ LIAISONS                 | R
 PACKER MADIGAN              | PG-13
 PAJAMA JAWBREAKER           | R
 PANTHER REDS                | NC-17
 PARADISE SABRINA            | PG-13
 PARIS WEEKEND               | PG-13
 PARK CITIZEN                | PG-13
 PAST SUICIDES               | PG-13
 PATIENT SISTER              | NC-17
 PAYCHECK WAIT               | PG-13
 PEACH INNOCENT              | PG-13
 PEARL DESTINY               | NC-17
 PERDITION FARGO             | NC-17
 PERFECT GROOVE              | PG-13
 PERSONAL LADYBUGS           | PG-13
 PHANTOM GLORY               | NC-17
 PHILADELPHIA WIFE           | PG-13
 PIANIST OUTFIELD            | NC-17
 PITTSBURGH HUNCHBACK        | PG-13
 PITY BOUND                  | NC-17
 PIZZA JUMANJI               | NC-17
 PLATOON INSTINCT            | PG-13
 PLUTO OLEANDER              | R
 POCUS PULP                  | NC-17
 POND SEATTLE                | PG-13
 POSEIDON FOREVER            | PG-13
 PREJUDICE OLEANDER          | PG-13
 PRIDE ALAMO                 | NC-17
 PRINCESS GIANT              | NC-17
 PRIX UNDEFEATED             | R
 PSYCHO SHRUNK               | PG-13
 PURE RUNNER                 | NC-17
 PURPLE MOVIE                | R
 QUEST MUSSOLINI             | R
 QUILLS BULL                 | R
 RACER EGG                   | NC-17
 RAGE GAMES                  | R
 RAGING AIRPLANE             | R
 RAIDERS ANTITRUST           | PG-13
 RANDOM GO                   | NC-17
 REAP UNFAITHFUL             | PG-13
 REAR TRADING                | NC-17
 REDEMPTION COMFORTS         | NC-17
 REDS POCUS                  | PG-13
 REEF SALUTE                 | NC-17
 REIGN GENTLEMEN             | PG-13
 REMEMBER DIARY              | R
 REQUIEM TYCOON              | R
 RESERVOIR ADAPTATION        | PG-13
 REUNION WITCHES             | R
 RIDGEMONT SUBMARINE         | PG-13
 RIGHT CRANES                | PG-13
 RIVER OUTLAW                | PG-13
 ROAD ROXANNE                | R
 ROBBERS JOON                | PG-13
 ROBBERY BRIGHT              | R
 ROCKETEER MOTHER            | PG-13
 ROCKY WAR                   | PG-13
 ROLLERCOASTER BRINGING      | PG-13
 ROMAN PUNK                  | NC-17
 ROOF CHAMPION               | R
 ROOTS REMEMBER              | PG-13
 ROSES TREASURE              | PG-13
 ROUGE SQUAD                 | NC-17
 ROXANNE REBEL               | R
 RUGRATS SHAKESPEARE         | PG-13
 RULES HUMAN                 | R
 RUN PACIFIC                 | R
 RUNAWAY TENENBAUMS          | NC-17
 RUNNER MADIGAN              | NC-17
 RUSHMORE MERMAID            | PG-13
 SADDLE ANTITRUST            | PG-13
 SALUTE APOLLO               | R
 SATURN NAME                 | R
 SAVANNAH TOWN               | PG-13
 SCALAWAG DUCK               | NC-17
 SCARFACE BANG               | PG-13
 SCHOOL JACKET               | PG-13
 SHIP WONDERLAND             | R
 SCORPION APOLLO             | NC-17
 SEABISCUIT PUNK             | NC-17
 SEARCHERS WAIT              | NC-17
 SEATTLE EXPECATIONS         | PG-13
 SENSE GREEK                 | R
 SEVEN SWARM                 | R
 SHAKESPEARE SADDLE          | PG-13
 SHEPHERD MIDSUMMER          | R
 SHOCK CABIN                 | PG-13
 SHOOTIST SUPERFLY           | PG-13
 SHOW LORD                   | PG-13
 SHREK LICENSE               | PG-13
 SHRUNK DIVINE               | R
 SIEGE MADRE                 | R
 SIERRA DIVIDE               | NC-17
 SILENCE KANE                | R
 SIMON NORTH                 | NC-17
 SINNERS ATLANTIS            | PG-13
 SISTER FREDDY               | PG-13
 SLACKER LIAISONS            | R
 SLEEPING SUSPECTS           | PG-13
 SLEUTH ORIENT               | NC-17
 SLING LUKE                  | R
 SLIPPER FIDELITY            | PG-13
 SMOKING BARBARELLA          | PG-13
 SMOOCHY CONTROL             | R
 SNATCHERS MONTEZUMA         | PG-13
 SOLDIERS EVOLUTION          | R
 SOMETHING DUCK              | NC-17
 SONG HEDWIG                 | PG-13
 SONS INTERVIEW              | NC-17
 SORORITY QUEEN              | NC-17
 SOUP WISDOM                 | R
 SOUTH WAIT                  | R
 SPARTACUS CHEAPER           | NC-17
 SPEAKEASY DATE              | PG-13
 SPEED SUIT                  | PG-13
 SPICE SORORITY              | NC-17
 SPINAL ROCKY                | PG-13
 SPIRIT FLINTSTONES          | R
 SPIRITED CASUALTIES         | PG-13
 SPLENDOR PATTON             | R
 SPY MILE                    | PG-13
 STAGECOACH ARMAGEDDON       | R
 STALLION SUNDANCE           | PG-13
 STAMPEDE DISTURBING         | R
 STATE WASTELAND             | NC-17
 STEEL SANTA                 | NC-17
 STEPMOM DREAM               | NC-17
 STING PERSONAL              | NC-17
 STORM HAPPINESS             | NC-17
 STORY SIDE                  | R
 STRAIGHT HOURS              | R
 STRANGELOVE DESIRE          | NC-17
 STRANGERS GRAFFITI          | R
 STREAK RIDGEMONT            | PG-13
 STREETCAR INTENTIONS        | R
 STRICTLY SCARFACE           | PG-13
 SUBMARINE BED               | R
 SUIT WALLS                  | R
 SUN CONFESSIONS             | R
 SUNDANCE INVASION           | NC-17
 SUNRISE LEAGUE              | PG-13
 SUNSET RACER                | NC-17
 SWARM GOLD                  | PG-13
 SWEET BROTHERHOOD           | R
 TARZAN VIDEOTAPE            | PG-13
 TAXI KICK                   | PG-13
 TELEMARK HEARTBREAKERS      | PG-13
 TENENBAUMS COMMAND          | PG-13
 TERMINATOR CLUB             | R
 TEXAS WATCH                 | NC-17
 THEORY MERMAID              | PG-13
 THIEF PELICAN               | PG-13
 THIN SAGEBRUSH              | PG-13
 TIES HUNGER                 | R
 TIGHTS DAWN                 | R
 TITANIC BOONDOCK            | R
 TOMORROW HUSTLER            | R
 TOURIST PELICAN             | PG-13
 TOWERS HURRICANE            | NC-17
 TOWN ARK                    | R
 TRAIN BUNCH                 | R
 TRAINSPOTTING STRANGERS     | PG-13
 TRANSLATION SUMMER          | PG-13
 TREASURE COMMAND            | PG-13
 TRIP NEWTON                 | PG-13
 TROOPERS METAL              | R
 TUXEDO MILE                 | R
 UNCUT SUICIDES              | PG-13
 UNDEFEATED DALMATIONS       | PG-13
 UNFAITHFUL KILL             | R
 UNITED PILOT                | R
 UNTOUCHABLES SUNRISE        | NC-17
 UPRISING UPTOWN             | NC-17
 USUAL UNTOUCHABLES          | PG-13
 VACATION BOONDOCK           | R
 VALENTINE VANISHING         | PG-13
 VAMPIRE WHALE               | NC-17
 VANILLA DAY                 | NC-17
 VANISHED GARDEN             | R
 VANISHING ROCKY             | NC-17
 VARSITY TRIP                | NC-17
 VELVET TERMINATOR           | R
 VERTIGO NORTHWEST           | R
 VICTORY ACADEMY             | PG-13
 VIDEOTAPE ARSENIC           | NC-17
 VIETNAM SMOOCHY             | PG-13
 VILLAIN DESPERATE           | PG-13
 VIRGIN DAISY                | PG-13
 VIRGINIAN PLUTO             | R
 VIRTUAL SPOILERS            | NC-17
 VISION TORQUE               | PG-13
 VOICE PEACH                 | PG-13
 VOLCANO TEXAS               | NC-17
 VOYAGE LEGALLY              | PG-13
 WANDA CHAMBER               | PG-13
 WASH HEAVENLY               | R
 WEEKEND PERSONAL            | R
 WESTWARD SEABISCUIT         | NC-17
 WHALE BIKINI                | PG-13
 WHISPERER GIANT             | PG-13
 WIFE TURN                   | NC-17
 WILD APOLLO                 | R
 WILLOW TRACY                | R
 WIND PHANTOM                | R
 WINDOW SIDE                 | R
 WISDOM WORKER               | R
 WITCHES PANIC               | NC-17
 WOLVES DESIRE               | NC-17
 WOMEN DORADO                | R
 WONDERFUL DROP              | NC-17
 WONKA SEA                   | NC-17
 WORKER TARZAN               | R
 WORKING MICROCOSMOS         | R
 WORLD LEATHERNECKS          | PG-13
 WRATH MILE                  | NC-17
 WRONG BEHAVIOR              | PG-13
 WYOMING STORM               | PG-13
 YENTL IDAHO                 | R
 YOUTH KICK                  | NC-17
 ZHIVAGO CORE                | NC-17
 ZOOLANDER FICTION           | R
 ZORRO ARK                   | NC-17
(626 rows)

            title            | rating 
-----------------------------+--------
 ACADEMY DINOSAUR            | PG
 ACE GOLDFINGER              | G
 AFFAIR PREJUDICE            | G
 AFRICAN EGG                 | G
 AGENT TRUMAN                | PG
 AIRPLANE SIERRA             | PG-13
 ALABAMA DEVIL               | PG-13
 ALAMO VIDEOTAPE             | G
 ALASKA PHANTOM              | PG
 ALI FOREVER                 | PG
 ALTER VICTORY               | PG-13
 AMADEUS HOLY                | PG
 AMISTAD MIDSUMMER           | G
 ANGELS LIFE                 | G
 ANNIE IDENTITY              | G
 ANTHEM LUKE                 | PG-13
 APOLLO TEEN                 | PG-13
 ARACHNOPHOBIA ROLLERCOASTER | PG-13
 ARGONAUTS TOWN              | PG-13
 ARIZONA BANG                | PG
 ARMAGEDDON LOST             | G
 ARSENIC INDEPENDENCE        | PG
 ATLANTIS CAUSE              | G
 ATTACKS HATE                | PG-13
 ATTRACTION NEWTON           | PG-13
 AUTUMN CROW                 | G
 BACKLASH UNDEFEATED         | PG-13
 BAKED CLEOPATRA             | G
 BALLROOM MOCKINGBIRD        | G
 BARBARELLA STREETCAR        | G
 BAREFOOT MANCHURIAN         | G
 BASIC EASY                  | PG-13
 BEACH HEARTBREAKERS         | G
 BEAUTY GREASE               | G
 BEDAZZLED MARRIED           | PG
 BEETHOVEN EXORCIST          | PG-13
 BEHAVIOR RUNAWAY            | PG
 BERETS AGENT                | PG-13
 BILKO ANONYMOUS             | PG-13
 BILL OTHERS                 | PG
 BINGO TALENTED              | PG-13
 BIRCH ANTITRUST             | PG
 BIRD INDEPENDENCE           | G
 BIRDS PERDITION             | G
 BLACKOUT PRIVATE            | PG
 BLADE POLISH                | PG-13
 BLANKET BEVERLY             | G
 BLINDNESS GUN               | PG-13
 BLOOD ARGONAUTS             | G
 BLUES INSTINCT              | G
 BOILED DARES                | PG
 BONNIE HOLOCAUST            | G
 BORN SPINAL                 | PG
 BORROWERS BEDAZZLED         | G
 BOUND CHEAPER               | PG
 BRANNIGAN SUNRISE           | PG
 BRAVEHEART HUMAN            | PG-13
 BREAKFAST GOLDFINGER        | G
 BREAKING HOME               | PG-13
 BRIDE INTRIGUE              | G
 BRIGHT ENCOUNTERS           | PG-13
 BRINGING HYSTERICAL         | PG
 BUCKET BROTHERHOOD          | PG
 BUGSY SONG                  | G
 BULWORTH COMMANDMENTS       | G
 BUNCH MINDS                 | G
 BUTCH PANTHER               | PG-13
 BUTTERFLY CHOCOLAT          | G
 CAPER MOTIONS               | G
 CAROL TEXAS                 | PG
 CARRIE BUNCH                | PG
 CASABLANCA SUPER            | G
 CASPER DRAGONFLY            | PG-13
 CASUALTIES ENCINO           | G
 CAT CONEHEADS               | G
 CATCH AMISTAD               | G
 CELEBRITY HORN              | PG-13
 CENTER DINOSAUR             | PG
 CHAINSAW UPTOWN             | PG
 CHAMPION FLATLINERS         | PG
 CHARADE DUFFEL              | PG
 CHASING FIGHT               | PG
 CHEAPER CLYDE               | G
 CHICAGO NORTH               | PG-13
 CHICKEN HELLFIGHTERS        | PG
 CHILL LUCK                  | PG
 CHINATOWN GLADIATOR         | PG
 CHISUM BEHAVIOR             | G
 CHITTY LOCK                 | G
 CIDER DESIRE                | PG
 CIRCUS YOUTH                | PG-13
 CITIZEN SHREK               | G
 CLASH FREDDY                | G
 CLEOPATRA DEVIL             | PG-13
 CLERKS ANGELS               | G
 CLOCKWORK PARADISE          | PG-13
 CLUB GRAFFITI               | PG-13
 CLYDE THEORY                | PG-13
 COAST RAINBOW               | PG
 COLDBLOODED DARLING         | G
 COLOR PHILADELPHIA          | G
 COMMAND DARLING             | PG-13
 CONFESSIONS MAGUIRE         | PG-13
 CONFUSED CANDLES            | PG-13
 CONGENIALITY QUEST          | PG-13
 CONNECTION MICROCOSMOS      | G
 CONQUERER NUTS              | G
 CONSPIRACY SPIRIT           | PG-13
 CONTACT ANONYMOUS           | PG-13
 CONTROL ANTHEM              | G
 CORE SUIT                   | PG-13
 COWBOY DOOM                 | PG
 CRAZY HOME                  | PG
 CROOKED FROGMEN             | PG-13
 CROSSROADS CASUALTIES       | G
 CROW GREASE                 | PG
 CRUELTY UNFORGIVEN          | G
 CURTAIN VIDEOTAPE           | PG-13
 CYCLONE FAMILY              | PG
 DADDY PITTSBURGH            | G
 DAISY MENAGERIE             | G
 DALMATIONS SWEDEN           | PG
 DANCING FEVER               | G
 DANGEROUS UPTOWN            | PG
 DARES PLUTO                 | PG-13
 DARLING BREAKING            | PG-13
 DARN FORRESTER              | G
 DAUGHTER MADIGAN            | PG-13
 DAWN POND                   | PG
 DAY UNFAITHFUL              | G
 DAZED PUNK                  | G
 DEEP CRUSADE                | PG-13
 DESPERATE TRAINSPOTTING     | G
 DESTINATION JERK            | PG-13
 DESTINY SATURDAY            | G
 DETECTIVE VISION            | PG-13
 DIARY PANIC                 | G
 DISCIPLE MOTHER             | PG
 DIVIDE MONSTER              | PG-13
 DIVORCE SHINING             | G
 DOCTOR GRAIL                | G
 DOGMA FAMILY                | G
 DOLLS RAGE                  | PG-13
 DOWNHILL ENOUGH             | G
 DRACULA CRYSTAL             | G
 DREAM PICKUP                | PG
 DRIFTER COMMANDMENTS        | PG-13
 DRIVER ANNIE                | PG-13
 DRUMLINE CYCLONE            | G
 DRUMS DYNAMITE              | PG
 DUDE BLINDNESS              | G
 DUFFEL APOCALYPSE           | G
 DWARFS ALTER                | G
 DYING MAKER                 | PG
 DYNAMITE TARZAN             | PG-13
 EASY GLADIATOR              | G
 EFFECT GLADIATOR            | PG
 EGG IGBY                    | PG
 EGYPT TENENBAUMS            | PG
 ELEPHANT TROJAN             | PG-13
 EMPIRE MALKOVICH            | G
 ENCINO ELF                  | G
 ENGLISH BULWORTH            | PG-13
 EVE RESURRECTION            | G
 EVERYONE CRAFT              | PG
 EVOLUTION ALTER             | PG-13
 EXCITEMENT EVE              | G
 EXORCIST STING              | G
 EXPECATIONS NATURAL         | PG-13
 EXPENDABLE STALLION         | PG
 EXTRAORDINARY CONQUERER     | G
 EYES DRIVING                | PG-13
 FACTORY DRAGON              | PG-13
 FALCON VOLUME               | PG-13
 FANTASIA PARK               | G
 FANTASY TROOPERS            | PG-13
 FARGO GANDHI                | G
 FATAL HAUNTED               | PG
 FEATHERS METAL              | PG-13
 FERRIS MOTHER               | PG
 FICTION CHRISTMAS           | PG
 FIDELITY DEVIL              | G
 FIREBALL PHILADELPHIA       | PG
 FIREHOUSE VIETNAM           | G
 FLAMINGOS CONNECTICUT       | PG-13
 FLATLINERS KILLER           | G
 FLINTSTONES HAPPINESS       | PG-13
 FLOATS GARDEN               | PG-13
 FOOL MOCKINGBIRD            | PG
 FREEDOM CLEOPATRA           | PG-13
 FRENCH HOLIDAY              | PG
 FRISCO FORREST              | PG
 FRONTIER CABIN              | PG-13
 FROST HEAD                  | PG
 FULL FLATLINERS             | PG
 FURY MURDER                 | PG-13
 GABLES METROPOLIS           | PG
 GAMES BOWFINGER             | PG-13
 GANDHI KWAI                 | PG-13
 GANGS PRIDE                 | PG-13
 GARDEN ISLAND               | G
 GASLIGHT CRUSADE            | PG
 GATHERING CALENDAR          | PG-13
 GHOST GROUNDHOG             | G
 GILBERT PELICAN             | G
 GLADIATOR WESTWARD          | PG
 GLASS DYING                 | G
 GLORY TRACY                 | PG-13
 GOLDFINGER SENSIBILITY      | G
 GOODFELLAS SALUTE           | PG
 GOSFORD DONNIE              | G
 GRADUATE LORD               | G
 GRAFFITI LOVE               | PG
 GRAPES FURY                 | G
 GREASE YOUTH                | G
 GREEK EVERYONE              | PG
 GRIT CLOCKWORK              | PG
 GROUNDHOG UNCUT             | PG-13
 GUN BONNIE                  | G
 GUNFIGHTER MUSSOLINI        | PG-13
 HALF OUTFIELD               | PG-13
 HALLOWEEN NUTS              | PG-13
 HANGING DEEP                | G
 HAPPINESS UNITED            | G
 HARPER DYING                | G
 HARRY IDAHO                 | PG-13
 HATE HANDICAP               | PG
 HAWK CHILL                  | PG-13
 HEARTBREAKERS BRIGHT        | G
 HEAVEN FREEDOM              | PG
 HEAVYWEIGHTS BEAST          | G
 HELLFIGHTERS SIERRA         | PG
 HILLS NEIGHBORS             | G
 HOBBIT ALIEN                | PG-13
 HOCUS FRIDA                 | G
 HOLES BRANNIGAN             | PG
 HOLIDAY GAMES               | PG-13
 HOLLYWOOD ANONYMOUS         | PG
 HOMICIDE PEACH              | PG-13
 HOOK CHARIOTS               | G
 HOOSIERS BIRDCAGE           | G
 HORN WORKING                | PG
 HOTEL HAPPINESS             | PG-13
 HUNCHBACK IMPOSSIBLE        | PG-13
 HUNGER ROOF                 | G
 HUNTER ALTER                | PG-13
 HURRICANE AFFAIR            | PG
 HYDE DOCTOR                 | G
 HYSTERICAL GRAIL            | PG
 IDAHO LOVE                  | PG-13
 IDENTITY LOVER              | PG-13
 IMAGE PRINCESS              | PG-13
 IMPACT ALADDIN              | PG-13
 INNOCENT USUAL              | PG-13
 INSTINCT AIRPORT            | PG
 INTENTIONS EMPIRE           | PG-13
 INTOLERABLE INTENTIONS      | PG-13
 INTRIGUE WORST              | G
 INVASION CYCLONE            | PG
 IRON MOON                   | PG
 ITALIAN AFRICAN             | G
 JACKET FRISCO               | PG-13
 JAPANESE RUN                | G
 JAWBREAKER BROOKLYN         | PG
 JAWS HARRY                  | G
 JEDI BENEATH                | PG
 JEKYLL FROGMEN              | PG
 JERSEY SASSY                | PG
 JINGLE SAGEBRUSH            | PG-13
 JUGGLER HARDLY              | PG-13
 JUMANJI BLADE               | G
 KARATE MOON                 | PG-13
 KENTUCKIAN GIANT            | PG
 KICK SAVANNAH               | PG-13
 KILL BROTHERHOOD            | G
 KISS GLORY                  | PG-13
 KNOCK WARLOCK               | PG-13
 KWAI HOMEWARD               | PG-13
 LABYRINTH LEAGUE            | PG-13
 LADY STAGE                  | PG
 LAMBS CINCINATTI            | PG-13
 LAWLESS VISION              | G
 LEAGUE HELLFIGHTERS         | PG-13
 LEATHERNECKS DWARFS         | PG-13
 LEBOWSKI SOLDIERS           | PG-13
